39, State-gov, Bachelors
52, Self-emp-not-inc, 12th
50, Private, HS-grad
49, Private, Some-college
22, Private, HS-grad
32, Private, Bachelors
21, Private, Some-college
25, Private, Some-college
34, Self-emp-inc, HS-grad
48, Private, 10th
61, ?, HS-grad
21, Private, Some-college
20, Private, 7th-8th
30, State-gov, Some-college
44, Private, HS-grad
44, Private, HS-grad
29, Private, HS-grad
31, Private, Prof-school
35, Private, HS-grad
27, Private, HS-grad
26, Private, Bachelors
37, Self-emp-not-inc, 9th
33, Self-emp-not-inc, Bachelors
44, Private, 7th-8th
34, Private, Bachelors
28, Local-gov, Assoc-acdm
30, Private, Some-college
41, Local-gov, Bachelors
23, Private, Bachelors
19, Private, HS-grad
48, Private, 1st-4th
26, State-gov, Some-college
32, Private, Bachelors
26, Private, HS-grad
36, Private, Masters
49, Private, HS-grad
33, ?, HS-grad
54, Private, Masters
36, Private, HS-grad
41, Private, HS-grad
27, Private, Bachelors
68, ?, Bachelors
21, ?, Some-college
56, ?, HS-grad
40, Self-emp-not-inc, Assoc-voc
46, Private, HS-grad
55, ?, 9th
43, Private, 9th
46, Private, HS-grad
51, Self-emp-not-inc, Some-college
19, Private, Some-college
67, Local-gov, Doctorate
31, Private, HS-grad
27, Private, Bachelors
21, Private, Some-college
36, Private, HS-grad
23, Private, HS-grad
62, Local-gov, Masters
31, Local-gov, Bachelors
52, Private, Bachelors
39, Self-emp-not-inc, HS-grad
24, Private, Bachelors
55, ?, HS-grad
38, Private, HS-grad
36, Private, HS-grad
17, Private, 11th
27, Private, HS-grad
30, Private, Some-college
43, State-gov, HS-grad
51, Private, 11th
47, Private, Bachelors
49, State-gov, Doctorate
34, Private, HS-grad
19, ?, HS-grad
79, Federal-gov, Doctorate
28, State-gov, Some-college
41, Self-emp-inc, Some-college
21, Private, Some-college
31, Self-emp-not-inc, Bachelors
45, Private, HS-grad
23, Self-emp-inc, HS-grad
32, Private, Some-college
67, Private, 11th
32, Private, Masters
35, Self-emp-not-inc, HS-grad
29, Private, Some-college
38, Private, HS-grad
38, Private, Some-college
18, Private, HS-grad
47, Private, HS-grad
22, Private, HS-grad
21, Private, Some-college
27, ?, Bachelors
28, Private, Some-college
32, Private, Prof-school
40, Private, Prof-school
23, Private, Bachelors
25, Private, Some-college
44, Self-emp-inc, Some-college
43, Private, HS-grad
31, Private, Bachelors
33, Private, Some-college
41, Private, HS-grad
29, Self-emp-not-inc, Masters
32, ?, Assoc-acdm
78, Private, 7th-8th
64, Self-emp-inc, HS-grad
58, Private, Bachelors
55, ?, 12th
20, Private, HS-grad
35, Private, Some-college
27, Local-gov, HS-grad
37, Self-emp-not-inc, HS-grad
42, Private, Assoc-voc
47, Local-gov, 12th
29, Private, HS-grad
33, Private, 1st-4th
44, Private, Some-college
70, Private, 5th-6th
25, Private, HS-grad
24, State-gov, Bachelors
42, State-gov, Bachelors
53, Private, Bachelors
39, Private, Bachelors
72, Self-emp-not-inc, HS-grad
43, Self-emp-inc, 9th
25, State-gov, Some-college
37, Private, Assoc-acdm
27, Private, HS-grad
39, Private, Doctorate
64, Self-emp-not-inc, HS-grad
29, Self-emp-not-inc, HS-grad
50, Private, Bachelors
33, Private, 5th-6th
18, Private, HS-grad
20, Private, 11th
32, Private, Some-college
45, Private, Some-college
48, Private, HS-grad
20, ?, Some-college
23, Private, HS-grad
34, Federal-gov, Bachelors
43, Private, Bachelors
44, Private, Bachelors
47, Self-emp-not-inc, Some-college
47, Private, HS-grad
46, Local-gov, 1st-4th
19, Private, HS-grad
51, Private, HS-grad
41, Self-emp-inc, HS-grad
37, Private, 11th
31, Private, HS-grad
25, Private, HS-grad
46, Private, Some-college
53, Self-emp-inc, HS-grad
47, Local-gov, Doctorate
28, Private, HS-grad
60, Self-emp-not-inc, Some-college
43, Private, HS-grad
45, Self-emp-not-inc, HS-grad
28, Private, 10th
19, Private, 11th
51, Self-emp-not-inc, Prof-school
19, Private, HS-grad
64, Private, Doctorate
44, Private, Doctorate
21, Private, HS-grad
33, Private, HS-grad
63, Private, Bachelors
44, ?, HS-grad
44, Local-gov, Masters
28, Federal-gov, HS-grad
24, Private, Bachelors
20, Federal-gov, Some-college
21, ?, Some-college
20, Private, HS-grad
21, Private, HS-grad
34, Federal-gov, Some-college
17, Private, 11th
35, Private, 11th
26, Private, HS-grad
35, Private, HS-grad
25, Private, HS-grad
27, Self-emp-not-inc, Some-college
52, Local-gov, Assoc-voc
43, Self-emp-not-inc, Bachelors
36, Private, Masters
37, Private, HS-grad
58, Private, HS-grad
25, Private, Assoc-acdm
54, Private, Masters
42, ?, Some-college
65, Self-emp-inc, Bachelors
44, Private, HS-grad
61, Private, 5th-6th
29, Private, HS-grad
34, Private, Some-college
24, State-gov, Some-college
40, Private, Assoc-acdm
42, Self-emp-inc, Prof-school
50, Private, HS-grad
18, ?, HS-grad
49, Private, HS-grad
38, Private, HS-grad
41, Private, HS-grad
70, Self-emp-inc, Some-college
51, Private, Some-college
24, Private, Bachelors
57, Self-emp-not-inc, HS-grad
22, Private, Some-college
31, Private, Some-college
28, Private, Some-college
45, Self-emp-not-inc, HS-grad
39, Private, HS-grad
26, Private, Some-college
38, Private, HS-grad
38, Self-emp-not-inc, Masters
19, Private, HS-grad
36, ?, HS-grad
30, Private, HS-grad
28, Private, Masters
53, Private, 9th
32, Private, Bachelors
57, Self-emp-inc, Prof-school
47, Private, Masters
36, Private, Some-college
21, Private, 11th
25, State-gov, Bachelors
37, Private, HS-grad
31, Private, HS-grad
43, Private, HS-grad
61, Private, HS-grad
56, Private, Some-college
35, Private, Bachelors
59, Private, 7th-8th
44, Self-emp-not-inc, Some-college
47, Private, Masters
44, Private, Bachelors
64, Private, Some-college
26, Private, HS-grad
53, Private, Bachelors
50, Private, Bachelors
30, ?, HS-grad
46, Private, HS-grad
45, Self-emp-inc, HS-grad
44, Federal-gov, HS-grad
59, Self-emp-inc, Some-college
65, Self-emp-inc, Doctorate
23, Private, HS-grad
33, Private, Some-college
34, Private, HS-grad
38, Private, Assoc-voc
62, Private, Bachelors
21, Private, Some-college
41, Private, HS-grad
35, Private, HS-grad
62, Local-gov, Some-college
53, Private, HS-grad
69, State-gov, Some-college
19, Self-emp-not-inc, Some-college
47, Private, Bachelors
52, Self-emp-inc, Some-college
54, Private, HS-grad
58, ?, HS-grad
30, Private, HS-grad
39, Private, HS-grad
73, Private, Bachelors
64, Private, Bachelors
32, Private, HS-grad
51, Private, HS-grad
57, Private, Bachelors
25, Private, HS-grad
53, Private, HS-grad
39, Private, Some-college
49, Private, HS-grad
23, Local-gov, Bachelors
28, Private, Bachelors
46, Private, Masters
40, Private, Some-college
24, Private, HS-grad
20, ?, HS-grad
50, Private, 10th
24, ?, Bachelors
35, Private, HS-grad
33, Local-gov, Bachelors
54, Federal-gov, Bachelors
35, Local-gov, HS-grad
31, Local-gov, HS-grad
47, Self-emp-inc, Some-college
48, Private, HS-grad
33, Local-gov, Assoc-voc
35, Private, Bachelors
20, ?, Some-college
36, Private, Preschool
30, Private, Bachelors
39, Private, Some-college
25, Private, Some-college
40, Private, HS-grad
25, Self-emp-inc, HS-grad
33, Private, HS-grad
53, Federal-gov, Some-college
18, Private, 11th
41, Private, HS-grad
25, Private, Bachelors
66, Self-emp-not-inc, 7th-8th
53, Private, Some-college
27, Private, HS-grad
28, Private, HS-grad
23, Private, HS-grad
29, Self-emp-not-inc, 10th
26, Private, Some-college
26, Private, HS-grad
26, Private, 9th
38, Private, HS-grad
36, Private, 5th-6th
34, Private, Some-college
32, Federal-gov, HS-grad
57, Self-emp-not-inc, HS-grad
31, Private, Some-college
38, Private, Bachelors
39, Private, HS-grad
35, Private, HS-grad
18, Private, 11th
75, ?, Some-college
28, Private, HS-grad
41, Self-emp-not-inc, Masters
39, Federal-gov, 9th
31, Federal-gov, Some-college
38, State-gov, HS-grad
43, State-gov, Some-college
27, Private, HS-grad
42, Private, Masters
46, Private, Bachelors
20, Private, HS-grad
42, Private, Some-college
69, Private, HS-grad
47, Federal-gov, Assoc-voc
49, State-gov, HS-grad
20, Private, Some-college
52, Private, 5th-6th
33, Private, 5th-6th
18, Private, 11th
55, Self-emp-not-inc, HS-grad
61, Private, 7th-8th
61, Federal-gov, Some-college
39, Private, Bachelors
30, Private, Some-college
61, Private, HS-grad
36, Private, Assoc-acdm
34, Private, Some-college
53, Private, Masters
38, Private, Assoc-voc
46, Private, Bachelors
27, Local-gov, HS-grad
32, Self-emp-not-inc, 11th
60, Local-gov, Bachelors
23, Private, Bachelors
29, Private, Bachelors
22, Private, HS-grad
25, Private, HS-grad
29, Private, Bachelors
90, Federal-gov, HS-grad
37, Local-gov, HS-grad
32, Private, HS-grad
18, Private, HS-grad
35, Private, Some-college
50, Private, 9th
54, Private, HS-grad
43, Private, Bachelors
28, Self-emp-inc, HS-grad
51, Private, 9th
31, Private, Some-college
69, Private, HS-grad
57, Private, Bachelors
71, ?, Some-college
28, Private, 10th
28, ?, 10th
25, Private, HS-grad
49, Self-emp-not-inc, Assoc-acdm
52, Private, 9th
23, Private, Bachelors
32, Private, 5th-6th
31, Private, Some-college
30, Private, HS-grad
24, Private, HS-grad
45, Private, Assoc-acdm
30, Private, HS-grad
52, Private, Bachelors
42, State-gov, HS-grad
49, Private, HS-grad
20, Private, HS-grad
25, Private, Bachelors
41, Private, 9th
55, Private, HS-grad
31, Self-emp-not-inc, Assoc-voc
25, State-gov, Bachelors
32, Private, HS-grad
29, Federal-gov, Some-college
37, Private, HS-grad
52, Private, 7th-8th
19, Private, Some-college
21, ?, Some-college
43, Private, Assoc-acdm
39, State-gov, Some-college
40, Self-emp-inc, Some-college
54, Private, 1st-4th
35, Private, Bachelors
34, Private, Assoc-voc
35, Private, Some-college
57, Private, Doctorate
26, Private, Bachelors
55, Self-emp-not-inc, Bachelors
51, Private, Bachelors
35, Private, Assoc-acdm
31, Private, HS-grad
17, Private, 11th
38, Private, HS-grad
39, Federal-gov, Prof-school
29, Private, HS-grad
39, Private, Assoc-voc
42, Private, Some-college
46, Local-gov, Masters
73, Private, 7th-8th
47, Local-gov, Some-college
28, Private, HS-grad
27, Private, 10th
38, Private, Prof-school
19, Private, HS-grad
60, Local-gov, Assoc-voc
24, Private, Some-college
52, Private, 11th
36, Private, Bachelors
26, Local-gov, Masters
28, State-gov, Bachelors
38, Self-emp-inc, Bachelors
47, Private, Masters
50, Private, Bachelors
27, Private, HS-grad
47, Private, Some-college
36, Private, 10th
49, Private, HS-grad
68, ?, Some-college
63, Private, HS-grad
36, Private, HS-grad
42, Private, Some-college
28, Private, Masters
68, ?, HS-grad
38, Private, HS-grad
43, Private, Bachelors
49, Private, Some-college
59, Private, HS-grad
25, Private, Bachelors
26, Private, Assoc-acdm
59, Private, Some-college
34, Private, Some-college
34, Private, Masters
67, Private, HS-grad
45, Private, Assoc-voc
64, Private, 7th-8th
51, Private, Masters
31, Private, Bachelors
42, Self-emp-inc, Bachelors
65, Private, 5th-6th
23, Private, Some-college
31, Private, Some-college
33, Private, 10th
17, Local-gov, 11th
63, Private, Masters
48, Private, HS-grad
45, Local-gov, Assoc-acdm
17, Private, 10th
26, Local-gov, HS-grad
38, Federal-gov, Some-college
29, Private, HS-grad
44, Private, Some-college
43, Federal-gov, Masters
39, State-gov, Bachelors
43, Private, HS-grad
23, Private, HS-grad
19, Private, HS-grad
49, Self-emp-not-inc, 9th
52, Private, Some-college
32, Private, HS-grad
38, Private, Bachelors
25, ?, 5th-6th
44, Private, Some-college
63, Private, 7th-8th
42, Local-gov, HS-grad
21, Private, Some-college
32, Private, Some-college
24, Self-emp-not-inc, HS-grad
50, State-gov, HS-grad
26, Self-emp-inc, Bachelors
35, Private, HS-grad
31, Private, Bachelors
24, Private, 1st-4th
40, Private, HS-grad
31, Private, Bachelors
43, Private, HS-grad
44, Private, HS-grad
40, Private, Bachelors
75, ?, 5th-6th
52, Local-gov, Some-college
51, Self-emp-not-inc, 5th-6th
39, State-gov, Bachelors
40, Private, Assoc-acdm
40, Self-emp-not-inc, Some-college
33, Private, HS-grad
38, Local-gov, Some-college
29, Private, Assoc-voc
37, Private, Some-college
37, Private, HS-grad
19, Private, HS-grad
46, Local-gov, HS-grad
46, Private, Assoc-acdm
37, Private, Some-college
34, Private, Some-college
38, Private, Some-college
26, Private, HS-grad
34, Private, Bachelors
57, Private, Bachelors
33, Private, 11th
26, Local-gov, Some-college
20, Private, HS-grad
38, Private, Bachelors
61, Private, Some-college
36, Self-emp-not-inc, Doctorate
61, ?, HS-grad
17, Private, Some-college
40, Private, Some-college
18, Private, 11th
21, Private, Assoc-acdm
41, Private, HS-grad
46, Private, 11th
55, Federal-gov, HS-grad
27, Private, Assoc-acdm
39, Private, HS-grad
36, Private, HS-grad
51, Private, Some-college
27, Private, Bachelors
30, Local-gov, Bachelors
42, Private, HS-grad
23, Private, Bachelors
56, Private, Assoc-voc
41, Self-emp-not-inc, Some-college
49, Private, HS-grad
46, Federal-gov, Assoc-voc
54, Private, HS-grad
38, Private, Some-college
45, Self-emp-not-inc, Prof-school
50, Self-emp-not-inc, Prof-school
22, Private, Some-college
31, Private, HS-grad
27, Private, HS-grad
34, Private, HS-grad
46, Private, 11th
47, Private, Bachelors
36, State-gov, Assoc-voc
22, Private, HS-grad
51, Private, HS-grad
43, Private, Some-college
54, Private, Some-college
24, Private, 9th
29, Private, Prof-school
40, State-gov, Some-college
18, Private, 11th
31, Private, Bachelors
57, Private, Doctorate
32, Private, Masters
48, Private, Masters
24, Private, Some-college
24, Private, Assoc-acdm
24, Private, Assoc-voc
49, Local-gov, Bachelors
27, Self-emp-not-inc, HS-grad
37, Private, Some-college
33, Private, Some-college
19, Private, Some-college
45, Private, Bachelors
54, Local-gov, Masters
47, Private, HS-grad
22, Private, Some-college
20, Private, HS-grad
36, Private, 9th
49, ?, HS-grad
58, Self-emp-not-inc, 7th-8th
20, ?, Some-college
34, Self-emp-inc, Bachelors
36, Private, Masters
28, Local-gov, Bachelors
38, Local-gov, Assoc-voc
32, Private, 11th
35, Self-emp-inc, HS-grad
51, Self-emp-inc, Assoc-acdm
33, Private, Some-college
71, Private, Masters
48, Private, Masters
53, Self-emp-not-inc, HS-grad
40, Private, Assoc-voc
64, Self-emp-not-inc, HS-grad
42, Federal-gov, HS-grad
25, Private, HS-grad
66, Private, Some-college
59, Federal-gov, Masters
42, Self-emp-not-inc, Some-college
24, Private, HS-grad
19, Private, HS-grad
26, Private, Some-college
22, Private, HS-grad
33, Private, Some-college
63, Private, 11th
20, Private, Some-college
33, Private, 5th-6th
57, ?, 7th-8th
56, Private, HS-grad
70, Self-emp-not-inc, Assoc-voc
42, Private, HS-grad
25, Local-gov, Bachelors
28, Private, Some-college
80, Self-emp-not-inc, HS-grad
36, Private, 10th
37, Private, Masters
38, Private, HS-grad
52, State-gov, HS-grad
49, Private, HS-grad
30, Private, HS-grad
36, Private, Some-college
70, Self-emp-inc, Prof-school
55, Private, Some-college
25, Private, Bachelors
59, Private, HS-grad
22, Private, Some-college
41, Local-gov, Assoc-acdm
62, Private, HS-grad
54, Private, HS-grad
38, Private, HS-grad
52, Private, HS-grad
36, Private, 11th
74, Self-emp-inc, HS-grad
35, Self-emp-not-inc, 5th-6th
41, Private, 12th
30, Private, Assoc-voc
25, Private, HS-grad
35, Private, Some-college
38, Private, Bachelors
34, State-gov, Masters
48, Private, Masters
50, Self-emp-not-inc, 5th-6th
19, Private, HS-grad
51, Private, Some-college
39, Private, Bachelors
20, Private, 11th
17, Private, 11th
42, Private, Some-college
25, Private, Some-college
36, Private, HS-grad
65, Private, Doctorate
32, Self-emp-not-inc, Bachelors
33, Self-emp-inc, Bachelors
32, State-gov, Some-college
25, Private, HS-grad
41, Local-gov, Some-college
44, Private, HS-grad
72, Private, 10th
36, Private, HS-grad
67, Self-emp-not-inc, HS-grad
28, Private, HS-grad
24, Private, 11th
17, Private, 7th-8th
32, Self-emp-not-inc, Bachelors
67, Private, 11th
21, ?, Some-college
51, Private, Masters
32, Private, 1st-4th
39, Private, Some-college
18, Self-emp-not-inc, Some-college
50, Self-emp-not-inc, Bachelors
24, Private, 10th
21, Local-gov, Some-college
24, Private, Bachelors
34, Private, Assoc-voc
